Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Monthly_Balance,Credit_Score
64,26081,1902,2,1,17.74,4,35,13,66903,27.79,1,4963,16289,Poor
26,70335,5665,4,4,20.89,4,59,0,36908,85.67,11,29887,60839,Poor
42,118859,10698,5,8,11.47,4,55,5,11498,20.39,24,19450,56508,Standard
40,41952,3305,1,4,24.07,1,26,5,1110,84.63,5,14993,49502,Poor
43,88244,6735,1,5,14.24,3,56,0,78097,16.35,30,14579,16012,Standard
26,125008,10122,2,4,19.27,4,0,5,24778,43.83,6,3243,85808,Poor
59,115100,9943,2,2,12.05,4,50,3,68452,56.56,16,23684,1560,Poor
64,67977,5822,1,7,7.13,0,32,13,27713,53.2,11,18030,73168,Poor
26,115725,9848,3,8,18.81,3,10,3,50032,55.04,2,23226,7598,Poor
42,140215,11168,4,4,6.34,3,38,4,66652,86.78,16,29465,23593,Poor
53,56190,4361,3,1,18.15,4,8,5,62491,19.63,2,5820,73246,Poor
34,100614,7987,5,3,17.51,1,8,4,7754,27.68,9,9133,64868,Good
38,105830,8251,6,3,23.49,4,47,3,8655,42.93,12,18916,79963,Standard
33,111894,8344,6,3,19.71,5,0,4,4733,62.06,2,9076,94637,Standard
65,39564,2745,2,3,19.34,3,22,4,13531,26.93,23,6355,6430,Standard
29,85973,6355,4,6,22.73,3,16,12,25826,5.26,27,1882,46145,Standard
59,50252,5101,4,8,14.19,3,57,3,70420,25.18,25,2327,90625,Poor
22,105427,8116,5,2,13.31,5,47,2,61561,31.87,28,19926,6357,Standard
31,96289,8558,5,4,7.39,0,16,7,70937,78.91,3,20319,51737,Poor
46,41260,2746,5,2,21.03,1,60,3,55023,48.82,17,1830,49089,Poor
46,93030,8564,3,7,21.83,3,29,1,50222,26.05,13,5012,12024,Standard
57,87127,7906,4,6,12.23,2,37,9,33388,32.05,2,14449,57555,Standard
46,148410,11769,6,5,17.09,1,45,7,74390,42.51,1,9905,85832,Poor
59,69404,5125,4,4,7.59,1,24,4,56864,84.39,4,2898,39734,Poor
30,53518,3902,4,3,23.39,5,21,10,34937,65.62,4,22255,68461,Poor
53,103392,9431,1,8,23.98,4,60,3,53420,18.28,8,23735,41781,Poor
26,106247,9083,5,7,10.27,1,35,10,31381,84.86,24,9231,61415,Poor
32,136518,11124,6,1,12.29,1,14,7,34175,90.43,27,1138,91377,Poor
36,30164,1674,6,6,21.97,4,31,12,3668,38.65,24,8751,49469,Standard
50,122021,10658,4,5,14.99,3,25,8,43975,90.23,12,7861,58224,Poor
44,93966,7797,3,7,12.73,5,38,12,8333,43.78,29,9186,17577,Standard
26,43210,3302,3,6,5.44,5,58,0,75063,34.88,27,20261,41153,Poor
53,31473,3290,3,3,20.21,4,9,10,48655,56.81,13,9898,59547,Poor
32,34790,3646,2,1,14.06,2,8,7,48226,74.92,19,3888,35825,Poor
32,70437,5119,3,1,24.95,2,41,6,32481,76.34,6,13613,16249,Poor
40,121810,9798,3,4,19.37,0,28,13,28837,64.2,15,7405,14664,Poor
64,138445,10574,1,2,14.91,4,52,11,21890,17.79,4,2601,49281,Poor
56,78541,5734,5,5,11.37,1,23,8,23097,43.97,29,16563,61378,Poor
37,55003,5311,6,8,5.97,3,12,5,3318,67.24,14,26104,45752,Poor
30,49171,4950,4,8,14.06,4,27,12,42456,41.61,7,15336,1446,Poor
28,56524,5575,1,1,23.5,5,44,11,19988,78.23,30,17596,9242,Poor
22,141578,12715,3,6,17.98,5,2,1,3318,87.87,16,28060,90445,Standard
32,115615,8896,1,5,8.73,3,42,6,15717,43.29,20,9867,30715,Standard
57,110741,9849,1,4,20.26,4,51,2,64798,94.41,30,1149,27012,Poor
28,45967,3604,5,6,12.02,1,33,12,23070,86.58,1,19691,85525,Poor
32,95446,8440,6,8,20.68,2,8,11,46169,79.45,28,21603,90507,Standard
34,139215,11081,2,3,8.02,5,49,14,29732,67.94,7,29282,69447,Poor
59,99681,7662,1,5,12.27,3,44,7,46404,25.3,8,13868,56944,Poor
26,86489,6923,1,8,12.94,0,35,14,5971,51.03,13,19894,66252,Standard
28,120203,10051,2,4,12.62,0,0,15,16342,19.04,4,11607,85516,Good
56,49132,4922,5,3,19.12,3,42,13,34359,53.07,9,25537,53761,Poor
51,46254,3518,4,5,7.62,1,13,4,18564,90.71,30,23333,67631,Poor
22,103196,7816,5,5,10.08,1,22,4,24134,21.08,12,13271,8492,Standard
45,43991,4346,5,6,9.22,5,3,12,31751,79.98,21,25898,95641,Poor
51,133310,11744,2,2,22.1,0,34,1,35593,40.71,26,16114,37146,Poor
27,128484,10190,1,8,18.38,1,54,9,15994,63.79,11,4865,2776,Standard
63,29402,1900,4,3,13.03,0,32,9,52336,25.63,27,23596,63066,Poor
63,67890,5447,1,6,19.61,3,2,11,41736,27.63,3,26190,23843,Poor
61,106466,8009,3,2,13.56,5,17,2,10157,55.96,30,22060,45855,Standard
42,76133,5900,1,2,16.52,3,37,6,77454,33.89,18,16274,47891,Poor
32,27890,2301,1,3,5.36,1,27,5,1954,11.4,28,21365,66028,Standard
27,37819,3643,6,2,7.99,0,60,6,74917,26.93,23,14090,82304,Poor
46,80654,6810,5,8,13.12,4,33,15,28261,11.68,14,16074,64422,Standard
35,30473,3173,5,3,7.64,5,24,0,60343,91.32,23,18899,70522,Poor
55,101479,8429,6,7,12.05,5,59,6,74929,86.01,23,22707,41470,Poor
33,35111,3159,1,7,11.58,1,1,10,23814,25.99,5,1496,21780,Standard
28,96820,7209,3,1,20.49,3,51,12,35689,94.39,19,20974,60781,Poor
39,82906,5922,6,1,5.02,3,35,14,51857,32.56,18,21803,58050,Standard
52,72548,5654,5,8,16.86,2,56,2,55022,78.46,13,29180,46555,Poor
48,110521,8279,3,6,5.66,3,15,11,41252,67.91,16,6526,5932,Poor
58,116877,9529,3,7,17.33,3,28,2,14406,84.45,19,21301,47936,Standard
29,94620,8310,4,4,11.42,0,44,11,77799,46.94,1,5873,49235,Poor
43,34433,2199,5,3,14.25,5,13,13,39283,26.13,3,27961,42158,Poor
60,58008,5710,5,6,17.23,2,59,9,54256,64.17,8,9782,44307,Poor
37,134643,12065,3,4,11.15,2,50,2,40023,60.08,13,18657,80099,Poor
58,52058,4880,5,4,21.68,2,17,14,37367,25.38,29,8835,54728,Poor
37,22251,1930,6,3,7.92,0,37,10,65602,42.81,20,23689,63525,Poor
34,149542,12639,6,5,7.0,1,6,0,74843,45.1,2,22651,23719,Standard
28,132777,11044,1,8,11.54,4,22,6,37626,61.73,26,13526,49567,Poor
42,81946,7467,5,3,22.18,1,2,7,1331,8.86,9,18569,57732,Good
40,70004,6735,1,3,19.47,1,36,1,3589,17.73,24,28660,47631,Standard
27,37873,3750,1,4,19.68,3,21,12,46692,52.59,20,12832,25944,Poor
42,96329,7717,6,8,24.28,4,60,13,10339,88.04,20,7156,10015,Standard
37,112512,9114,5,5,8.78,5,20,12,50841,24.92,3,7301,72046,Poor
56,68625,4816,2,5,22.8,1,53,13,20653,88.95,24,4447,5389,Poor
36,45546,3429,4,5,8.66,3,13,3,2453,32.11,22,14770,94612,Standard
58,74484,6240,6,7,20.63,4,53,0,4282,54.7,29,21336,42129,Poor
30,94590,8644,3,7,20.07,0,9,2,63870,44.43,10,2110,62055,Standard
37,44683,2799,3,4,21.83,0,9,7,70328,76.45,27,12013,7151,Poor
31,41231,4104,5,5,13.44,2,11,14,44141,70.68,25,24863,21903,Poor
33,46350,3135,5,3,17.47,1,0,4,2128,17.1,13,18796,15130,Good
34,46792,4696,1,4,5.44,1,16,13,61400,44.69,24,22683,17102,Poor
63,138083,11382,4,6,23.66,0,28,13,18611,74.83,20,19987,46530,Standard
41,52653,5227,6,1,8.47,5,23,6,7346,12.04,29,5670,31255,Standard
58,92892,8317,3,8,8.41,0,13,8,17276,9.2,18,9699,61090,Good
25,144065,12996,5,1,6.82,5,10,5,17354,31.34,29,12232,8666,Standard
49,126735,11360,6,7,23.33,2,42,14,13315,79.85,16,21043,84369,Standard
65,84905,6732,3,7,7.12,4,59,5,34564,9.5,12,20965,71991,Standard
35,90362,8316,4,3,20.77,3,40,4,44496,50.52,30,2100,24577,Poor
30,61504,5351,1,6,12.71,4,18,8,66470,70.22,5,8106,64631,Poor
36,102208,7901,4,2,20.89,0,8,2,11265,93.14,4,17397,61016,Standard
53,25500,1607,6,6,24.65,4,26,1,9690,45.9,2,28277,64534,Poor
39,110909,8315,6,4,16.97,2,6,8,46525,21.04,11,24091,15338,Good
52,33372,2134,2,3,23.11,3,47,8,32738,24.83,15,5956,22436,Poor
22,67279,6361,3,3,7.89,3,11,12,42008,66.66,9,19369,85678,Poor
45,131410,11912,2,4,19.8,0,44,6,26523,92.85,10,9897,59041,Poor
22,59941,5023,5,8,15.17,4,59,10,1539,29.39,1,26359,22785,Poor
21,132745,10828,5,7,20.32,5,22,2,41054,22.05,22,14686,66121,Standard
37,101777,8918,2,7,13.54,5,13,5,78346,71.7,14,7640,36128,Poor
32,79290,7493,4,8,11.38,1,10,11,74349,18.82,14,2639,53345,Poor
43,91137,6765,2,3,5.56,2,36,5,19779,58.33,4,2337,43281,Standard
47,48621,3137,2,6,11.32,5,44,12,30486,44.23,15,21901,95398,Poor
30,104640,8556,2,5,18.28,1,2,13,49411,11.84,22,8493,82723,Good
53,23547,2285,6,6,6.94,1,46,3,29233,63.92,25,27896,6301,Poor
23,55731,4819,5,4,19.09,1,4,2,23170,81.55,4,27159,23661,Poor
25,68773,6265,3,2,19.22,4,9,13,71229,42.54,16,13155,40053,Poor
21,33629,3365,5,2,15.62,2,35,1,51047,32.84,10,24578,18506,Poor
64,20125,764,4,3,16.4,4,58,15,57965,62.45,16,8013,42114,Poor
54,62898,5830,6,7,17.76,2,60,12,40736,74.76,4,19522,58061,Poor
29,48535,3650,6,3,7.24,1,45,13,18983,21.11,7,5997,3242,Standard
40,110462,8335,1,5,8.26,2,34,6,14780,30.33,16,16747,75495,Good
65,133487,10352,1,8,22.25,3,9,13,77087,59.85,20,9099,76414,Standard
65,89054,6618,6,3,15.27,1,7,0,7472,24.74,14,13836,54716,Good
22,116665,10131,6,3,19.12,0,0,11,25782,72.32,18,11031,26348,Standard
55,71908,5378,1,1,11.44,0,20,5,35409,26.98,17,29463,31794,Poor
56,113032,8422,3,3,23.5,4,10,1,7817,45.6,18,22855,57648,Standard
31,127824,10588,4,4,22.16,1,54,6,65745,59.85,13,22058,27718,Poor
34,126765,10553,4,2,15.11,5,7,12,23204,40.79,4,8120,57892,Poor
56,59938,5970,1,1,24.46,1,9,5,26361,86.01,23,19948,20969,Poor
27,108214,9124,5,4,11.99,1,29,2,69252,47.92,23,25043,97506,Poor
65,22593,1713,4,8,12.71,5,2,13,48527,79.3,6,205,84205,Poor
55,88504,6580,6,5,9.95,0,39,4,61222,59.6,14,3826,61377,Poor
53,111067,8481,3,7,16.59,4,41,7,70912,67.35,12,21651,66205,Poor
32,116262,10071,1,3,19.03,3,23,12,69974,39.6,6,20042,47386,Poor
57,128715,9918,2,6,13.96,2,39,5,45013,34.35,20,8940,88970,Standard
48,102349,8832,1,8,19.76,1,37,0,58333,29.13,16,4676,81916,Standard
47,75450,6495,3,2,20.29,4,39,12,63495,6.94,1,18128,79025,Poor
50,60238,5423,6,8,10.1,2,43,9,53166,29.82,17,6341,80726,Poor
53,131015,10536,1,7,14.24,2,53,14,68024,89.94,11,6758,53254,Poor
58,90311,8180,5,2,24.94,2,49,0,34763,31.1,1,25963,80289,Standard
31,106885,9217,5,7,22.52,2,10,3,4115,19.76,5,15030,6122,Standard
46,72456,5631,5,1,5.36,4,11,8,70076,80.02,12,17042,14680,Poor
35,20071,1811,5,4,22.5,0,21,15,39992,65.01,18,18057,32058,Poor
60,97988,8674,4,5,21.67,5,6,11,54525,93.58,8,477,20579,Poor
49,123324,10035,1,1,5.01,0,43,11,51167,73.38,13,3336,78617,Poor
59,66647,5874,2,1,23.22,2,24,9,12725,55.22,25,18524,26111,Poor
49,148286,12465,6,5,13.64,4,3,15,2556,63.83,17,15469,22233,Standard
47,135105,11574,1,1,7.26,1,27,11,16105,9.28,9,9687,40716,Standard
37,37239,3334,5,1,12.87,2,42,10,55304,55.28,30,13135,50050,Poor
31,59437,5878,1,7,7.84,1,7,10,45114,60.02,14,28581,63611,Poor
29,61343,6020,4,3,8.68,1,7,0,43487,26.23,30,20814,85871,Standard
63,58652,4787,1,5,14.98,3,57,12,39790,53.71,22,25738,43687,Poor
44,98287,7646,5,7,11.53,0,54,7,70041,25.27,1,16026,11726,Standard
29,57679,4488,6,6,9.36,1,44,1,435,71.69,13,4185,87299,Poor
32,144060,11192,1,8,9.74,5,9,14,64835,19.13,25,8870,71263,Standard
62,91509,8123,2,6,16.11,5,43,10,72632,34.23,6,19151,88633,Poor
40,42323,3921,3,3,19.26,2,6,12,15159,92.97,11,16031,49266,Standard
60,31014,2502,1,1,11.72,0,33,1,47614,32.77,3,8464,59751,Poor
50,60272,4573,4,4,20.29,5,13,11,18500,31.78,28,17331,96918,Standard
39,34697,3597,4,2,12.13,2,44,14,26140,28.4,28,29533,80040,Poor
34,24803,1748,2,8,15.21,0,14,6,16359,52.69,14,2724,9997,Poor
65,46350,3352,6,3,13.54,0,32,15,66326,53.15,6,26610,73983,Poor
25,66219,6144,2,8,15.87,1,0,9,72725,44.13,11,22422,9204,Poor
41,43794,2899,4,5,13.17,5,13,10,29678,48.44,26,25698,68090,Poor
24,33307,2823,5,2,12.12,5,30,6,38343,30.13,13,16271,12484,Poor
51,78024,7022,4,3,16.85,3,37,2,40683,25.2,27,12977,18898,Poor
58,99246,8448,3,7,17.58,3,16,10,6902,59.86,19,19196,4800,Standard
65,24840,1299,1,6,14.59,4,1,7,44614,19.74,23,2784,71818,Standard
59,73686,6498,5,5,23.09,1,41,9,51100,29.92,17,25443,68725,Poor
40,101166,8968,6,8,16.66,3,10,11,64261,34.57,23,18711,46682,Standard
54,36569,3983,5,2,21.85,0,11,4,9366,44.7,19,15163,96830,Poor
55,99849,8672,6,2,21.4,2,33,6,79748,86.66,15,29449,11741,Poor
50,21885,2719,3,5,23.32,2,59,10,12960,76.09,26,6753,56765,Poor
52,119686,10762,2,7,24.64,0,5,5,28526,62.44,7,17306,66900,Standard
42,118564,9769,5,2,20.51,4,15,15,70617,12.18,30,11028,76554,Standard
21,136327,12041,1,3,21.67,3,29,1,48549,33.41,18,28227,56735,Standard
48,96703,7483,2,6,6.79,5,20,0,60906,91.51,1,25192,88678,Poor
41,45579,3057,6,7,5.4,5,7,3,75454,26.7,19,2615,2367,Standard
36,145635,12892,5,3,22.06,3,19,4,41307,36.46,8,23707,56914,Poor
23,95231,7055,6,6,21.53,0,54,3,5598,30.51,2,28813,18777,Standard
40,47810,4447,4,4,13.01,2,59,15,26953,39.12,13,4582,58654,Poor
26,48446,4450,3,7,16.37,1,22,7,7910,68.39,21,10940,72375,Poor
41,147851,13109,4,2,12.33,2,28,7,11265,63.56,28,12643,50227,Standard
36,96648,8052,5,3,12.14,0,6,12,38034,27.15,22,20101,6582,Good
63,37566,3846,5,4,14.43,1,29,0,20762,54.02,14,25090,86217,Poor
45,73721,5152,3,4,10.9,4,5,12,33408,28.08,27,23094,90516,Standard
47,30032,1573,1,8,24.18,2,40,6,43877,53.19,27,20801,40270,Poor
47,128558,10256,1,6,24.27,0,12,0,17743,49.14,7,271,35610,Standard
30,83780,6840,2,7,7.69,4,55,3,34510,62.04,22,8866,60413,Poor
28,89319,7989,5,4,16.84,1,59,0,75411,42.06,26,1471,55839,Poor
52,72708,5591,6,1,16.39,1,32,8,66734,45.89,9,28546,42930,Poor
43,34665,3640,6,4,21.62,2,34,14,17797,81.13,4,14860,35849,Poor
33,22788,2213,4,2,20.78,3,53,8,4602,23.28,7,19354,67044,Poor
54,138114,10642,5,8,9.11,3,28,11,67104,25.02,8,7027,54045,Poor
39,119743,9950,4,1,21.59,0,14,0,79304,6.12,30,3693,46758,Standard
33,87194,7957,6,7,24.39,1,34,4,51891,16.99,9,25805,22870,Standard
23,141088,11293,1,3,22.25,1,57,2,4567,70.17,12,14752,61532,Standard
29,20959,1295,3,2,5.39,5,44,15,77537,80.5,9,3267,75059,Poor
34,40913,2963,3,4,21.8,5,4,1,63271,69.31,10,3237,84137,Poor
30,38900,3778,3,8,5.56,5,47,15,19794,72.0,9,28362,76279,Poor
47,46828,3277,2,6,6.56,3,53,9,18894,21.7,1,8684,91950,Poor
62,108270,8460,2,7,6.99,4,53,1,4645,22.32,13,17230,57573,Standard
27,110117,8957,2,1,14.5,1,34,12,58805,67.5,6,1837,20850,Poor
23,24167,2230,3,4,12.82,3,46,4,9185,56.41,7,13410,72264,Poor
58,24086,1027,3,8,14.52,2,1,1,12554,49.54,5,10929,74804,Standard
21,23407,2585,4,4,17.31,0,12,1,59175,20.45,3,3576,27764,Poor
55,126561,10325,5,1,19.86,3,56,2,51098,49.61,6,3930,4270,Poor
37,61446,5902,6,5,19.87,0,31,3,74642,20.05,26,2241,63123,Poor
21,79609,6159,3,4,13.14,1,52,7,39522,31.38,26,29569,18268,Poor
32,67257,4899,1,7,5.31,2,11,6,77032,29.29,3,4650,97019,Poor
63,115738,8678,5,5,11.1,3,51,15,23631,38.82,1,6823,89395,Poor
32,75137,6574,6,6,11.32,1,59,4,61646,41.81,21,15257,79994,Poor
40,114398,9674,1,3,10.41,2,52,11,76591,53.6,4,12526,5856,Poor
29,33863,2038,5,2,11.39,4,37,2,22377,77.49,18,28863,54032,Poor
65,57425,5285,5,7,10.11,4,27,13,16633,24.25,13,1926,2267,Standard
53,88880,6957,3,8,10.18,4,47,7,57451,78.88,18,2902,74997,Poor
28,94958,6979,4,5,17.39,4,8,2,57302,32.07,2,13227,75878,Standard
54,142328,12547,2,7,17.16,5,40,4,25871,75.69,8,9129,71822,Poor
38,86828,7130,3,8,23.89,0,32,5,15370,25.16,17,13442,42754,Good
38,76582,5764,2,1,8.36,1,12,15,19449,82.96,12,29578,44103,Poor
21,135166,10689,2,1,6.22,0,35,12,32593,76.4,24,23406,53862,Poor
50,51361,4495,1,1,5.07,4,36,2,15901,27.69,13,26159,1347,Standard
22,95975,8952,1,7,16.35,5,40,4,30814,17.5,16,6604,60866,Standard
58,108244,9109,5,8,19.8,4,2,12,1167,53.76,24,11037,40348,Standard
55,149629,13194,1,7,14.6,2,24,7,5325,9.56,30,19553,78265,Good
53,56350,5096,2,4,13.69,0,46,7,58414,12.42,4,17150,12162,Poor
41,32119,3032,5,6,18.89,2,32,4,75147,91.66,10,4917,3381,Poor
33,103351,8144,6,1,6.37,1,20,7,36403,42.16,1,14630,43159,Poor
45,143659,12148,5,5,10.67,5,17,12,56615,44.75,23,1758,13516,Poor
24,92159,6961,3,1,21.2,5,49,2,66452,18.7,5,21384,30162,Poor
53,78554,6767,3,1,7.99,3,9,1,69583,36.2,29,2294,66127,Standard
37,110285,8855,2,8,9.55,2,40,6,53947,33.04,30,7283,46146,Standard
50,22280,873,3,2,8.19,0,49,4,72307,68.11,4,17988,16229,Poor
64,74876,7160,1,3,20.73,2,22,0,37599,64.9,29,13027,15997,Poor
23,27973,2282,5,3,9.38,2,27,13,3084,9.84,5,18401,32759,Standard
54,38785,3170,1,1,6.79,5,58,5,26280,93.52,5,18605,97338,Poor
61,75996,5473,3,2,7.5,5,57,8,69776,69.38,1,16310,97394,Poor
48,77045,6958,3,4,24.11,5,58,8,40901,39.37,2,28682,41037,Poor
62,43292,4437,2,8,13.38,1,54,9,50176,79.27,1,3508,82531,Poor
26,63633,4786,1,6,14.98,5,51,6,40517,49.26,5,8502,31785,Poor
43,93181,8733,4,2,14.82,3,34,5,21388,89.62,25,3327,99232,Poor
64,36543,3736,4,3,12.88,0,32,12,54828,68.32,13,11504,92591,Poor
46,144872,11384,2,5,24.67,4,56,14,53578,81.71,15,16732,36332,Poor
60,58463,4840,4,2,18.25,4,3,6,47396,6.35,14,3566,67880,Standard
40,85614,7292,4,5,24.47,1,15,10,35635,78.05,10,1757,41270,Poor
47,135173,11777,4,3,23.95,1,5,10,56731,80.91,20,24191,99462,Standard
43,41446,3183,3,3,5.34,3,42,8,37100,62.85,3,25113,17216,Poor
27,107894,9445,5,8,20.48,4,35,2,69624,18.21,8,82,88646,Poor
48,50605,3845,2,6,18.54,2,32,5,8489,52.54,9,19224,56020,Poor
55,23040,1749,4,5,22.32,0,22,3,13206,94.37,6,2985,22102,Poor
44,60763,4464,6,5,6.65,5,11,7,3841,15.66,13,1669,41757,Standard
60,117514,10739,5,7,5.08,1,31,4,13170,69.22,21,28583,67222,Standard
45,26929,1363,2,3,6.25,5,12,3,77945,45.2,27,19406,82644,Poor
59,139592,12593,1,2,6.79,2,2,0,27506,31.8,30,15559,16306,Good
36,34016,3370,6,8,19.95,4,52,14,72715,42.34,25,24550,14757,Poor
61,119309,9736,2,6,18.67,4,48,1,66496,28.25,19,21234,38341,Standard
61,81165,7445,5,6,22.35,0,40,3,10097,23.54,15,11164,30288,Good
42,89482,6795,6,2,5.45,1,35,14,68496,72.02,16,4508,62339,Poor
59,119674,9087,6,4,14.36,3,6,13,3603,54.73,17,3639,81683,Standard
51,147919,13035,2,3,22.88,5,38,12,32940,48.3,25,3952,71185,Poor
33,83591,6658,2,1,13.95,3,35,3,914,21.39,10,17925,2956,Standard
64,114738,10028,5,6,20.69,3,55,1,1930,20.27,9,21926,39425,Standard
33,124648,10959,2,4,22.53,1,10,3,51210,57.66,26,12597,79966,Poor
63,120062,9788,5,6,21.94,2,25,15,2611,40.0,15,22355,90474,Standard
43,28689,2284,5,2,9.92,2,44,4,11723,33.97,24,3782,54290,Standard
40,127931,9957,4,2,5.09,0,13,6,47707,9.18,27,21259,69508,Standard
37,137019,12019,2,5,21.97,5,47,3,70542,82.91,19,4487,38821,Poor
55,132103,10607,5,2,9.41,0,19,3,55716,59.06,26,2444,3027,Poor
41,132479,10507,1,3,7.02,0,24,15,47805,73.73,23,18024,51873,Poor
65,58115,4669,6,4,9.62,4,55,10,30496,32.89,3,3062,1411,Poor
41,22238,2532,1,5,23.24,3,16,4,64301,50.5,26,19176,56638,Poor
28,61950,5129,2,6,11.42,0,8,2,58856,86.68,11,26449,13908,Poor
29,50698,4436,3,8,15.13,2,23,8,20285,38.87,21,1494,89007,Poor
59,80536,6040,2,7,5.38,2,50,9,57033,73.25,27,12117,37724,Poor
48,121340,10058,4,3,5.73,0,28,3,3580,46.46,2,27096,66541,Standard
50,36056,2744,4,5,20.09,3,34,7,63065,64.81,2,7094,13806,Poor
52,61687,4768,2,1,20.53,3,18,2,39546,50.29,11,23123,61164,Poor
63,43732,3429,1,3,16.25,2,16,12,69216,41.25,5,29278,60096,Poor
32,92745,7785,3,1,13.97,3,16,4,1348,45.08,29,12361,90547,Standard
34,38850,3216,1,4,23.86,1,46,12,62375,42.58,5,11735,80133,Poor
29,48559,4875,5,7,19.44,3,38,1,53272,85.63,23,989,35504,Poor
54,140392,12616,5,7,16.83,1,11,1,43857,75.22,25,7710,35040,Poor
21,65462,6069,1,3,14.49,4,26,2,42909,58.66,15,14059,34734,Poor
21,61192,4491,6,6,13.23,0,47,15,65561,58.58,15,16377,94150,Poor
42,65123,4947,2,7,22.01,4,45,0,31619,79.81,17,8508,20288,Poor
32,82502,6305,4,3,14.11,1,11,1,23077,20.79,21,4824,64195,Standard
27,33948,3388,1,8,21.6,5,56,15,55827,59.61,16,3493,56434,Poor
31,27498,2887,3,3,17.34,4,23,3,37873,29.14,18,13243,76644,Poor
56,50499,3274,3,3,23.8,3,37,0,27175,57.61,26,5871,25534,Poor
22,137766,10849,6,7,24.9,4,50,0,12537,94.72,29,8720,25167,Standard
64,72103,5558,4,2,6.21,4,1,2,59058,46.81,29,24886,3533,Poor
34,125673,9636,4,4,13.91,0,56,10,1412,89.72,10,19113,26989,Standard
34,44215,3530,4,3,10.08,2,24,7,14828,82.67,15,5239,74819,Poor
38,122566,10121,4,4,23.32,0,34,7,73770,7.93,13,24780,43611,Standard
37,27977,1651,3,6,7.17,4,14,7,16675,46.58,6,24841,65652,Poor
32,90899,8337,1,3,22.9,0,52,12,29125,36.33,2,9780,74821,Standard
48,27798,1572,4,7,14.05,5,21,5,59456,82.67,18,21119,40809,Poor
43,148087,11760,5,8,10.3,5,40,11,3066,45.74,1,16569,72582,Poor
48,59498,5629,1,7,19.96,2,48,13,2844,20.27,18,335,88176,Standard
27,94061,8803,2,1,8.32,0,57,11,39228,84.39,8,20306,5269,Poor
38,53953,4606,5,1,16.7,1,57,5,45678,91.14,8,6759,23716,Poor
21,145488,11467,2,6,6.34,1,51,11,43435,35.96,2,3719,82027,Standard
35,149670,12163,3,6,20.92,5,57,1,29627,81.98,19,16524,73664,Poor
56,57334,5200,2,4,20.1,1,12,5,38606,81.48,13,5348,78607,Poor
48,37335,2125,5,1,11.94,5,47,7,16049,16.37,26,8829,99652,Standard
38,31857,1985,5,1,13.89,2,48,12,41032,86.69,20,19698,81581,Poor
29,144699,11173,1,3,9.85,3,25,6,9863,48.3,10,19267,49718,Poor
38,40978,2548,1,7,8.65,2,41,2,74233,23.28,15,11203,82544,Poor
27,96802,7337,2,7,13.93,5,14,3,63126,38.51,24,13132,17791,Standard
48,132062,11952,3,8,11.37,5,54,12,33013,39.48,29,29678,19594,Standard
65,23329,2767,5,7,7.41,1,1,0,74852,58.38,22,24308,70867,Poor
38,61340,5902,2,5,6.22,1,45,3,8230,36.84,8,28182,44498,Standard
43,21301,1425,1,5,9.2,1,6,3,39257,26.4,27,1617,68819,Standard
49,83584,7843,5,8,17.75,2,29,4,49068,67.32,9,28179,18208,Poor
